0.0010777691541520114 2.9301490529288719e-18 
0.0012519219375276875 1.1061045209700654e-17 
0.0014542154334489536 3.9868605460825744e-17 
0.0016891967969323628 1.3721374328815885e-16 
0.0019621479411748486 4.5091945836334272e-16 
0.0022792042644459612 1.4149401627982684e-15 
0.0026474925616252203 4.2395294724431028e-15 
0.0030752912203613745 1.2129427183780629e-14 
0.0035722163027442533 3.3136629420265419e-14 
0.0041494376952347038 8.6441823963790194e-14 
0.0048199301854726954 2.1532228978649957e-13 
0.0055987651096703088 5.1215949456941138e-13 
0.0065034491262423635 1.1632527736567032e-12 
0.0075543177306313433 2.5228812622509736e-12 
0.0087749923567564409 5.2248561735598756e-12 
0.010192911339817153 1.033254723719169e-11 
0.011839946675438088 1.9511760248868468e-11 
0.013753120438672634 3.5183715387991167e-11 
0.015975436966538231 6.0581927890922459e-11 
0.018556849509889704 9.9609397260265038e-11 
0.021555383083040228 1.5639137525396721e-10 
0.025038438750553747 2.3446592088112834e-10 
0.029084308668979066 3.3566033826760713e-10 
0.033783935938647258 4.5885173834087382e-10 
0.03924295882349698 5.989564286891709e-10 
0.045584085288919218 7.4656355407635573e-10 
0.05294985123250439 8.8855645491525742e-10 
0.061505824407227495 1.0098287252582005e-09 
0.071444326054885057 1.0958533095956972e-09 
0.082988753904694054 1.135524459418794e-09 
0.09639860370945387 1.1235104052520922e-09 
0.11197530219340615 1.0614296901697331e-09 
0.1300689825248473 9.5749323952493418e-10 
0.1510863546126269 8.2472132414996483e-10 
0.17549984713512884 6.7826949067867086e-10 
0.20385822679634294 5.3261977837769256e-10 
0.23679893350876166 3.9934525150404995e-10 
0.27506240877345284 2.8588552171881367e-10 
0.31950873933076485 1.9540887320277262e-10 
0.37113699019779411 1.2752662896332109e-10 
